"Produktionsdatum_T11","Herstellernummer_T11","Werksnummer_T11","Fehlerhaft_T11","Origin","IDNummer_T11","ID_zweitesBauteil","ID_drittesBauteil","ID_Komponente","Produktionsdatum_Sitze","Herstellernummer_Sitze","Werksnummer_Sitze","Fehlerhaft_Sitze","ID_Karosserie","ID_Schaltung","ID_Motor","ID_Fahrzeug","Produktionsdatum_Fahrzeug","Herstellernummer_Fahrzeug","Werksnummer_Fahrzeug","Fehlerhaft_Fahrzeug","Gemeinden","Jahr der Zulassung","Monat der Zulassung","Zulassungstag","Postleitzahl","Laengengrad","Breitengrad","Zulassungsdatum"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21715","14-214-2143-3057","15-210-2101-4261","K2LE1-109-1091-8705","2009-01-06",109,1091,0,"K4-112-1121-36673","K3SG1-107-1071-20794","K1DI1-103-1031-7812","11-1-11-23027","2009-01-16",1,11,0,"HATZENBUEHL","2009","03",10,76770,"8,243475","49,110695","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21721","14-214-2141-989","15-209-2093-4420","K2LE1-109-1091-8794","2009-01-06",109,1091,0,"K4-112-1121-35414","K3SG1-107-1071-19478","K1DI1-103-1031-7920","11-1-11-22245","2009-01-14",1,11,0,"SUEDLOHN","2009","03",10,46354,"6,865981","51,944322","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21725","14-214-2141-992","15-209-2093-4424","K2LE1-109-1091-8795","2009-01-06",109,1091,0,"K4-112-1121-35475","K3SG1-107-1071-20435","K1DI1-103-1031-7930","11-1-12-13121","2009-01-15",1,12,0,"BECHHOFEN","2009","03",10,66894,"7,40316","49,351317","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21732","14-213-2131-1772","15-209-2093-4496","K2LE1-109-1091-9063","2009-01-08",109,1091,0,"K4-112-1121-36498","K3SG1-105-1051-14397","K1DI1-103-1031-8253","11-1-12-13632","2009-01-17",1,12,0,"FUERTH1","2009","03",10,90762,"10,989974","49,477384","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21735","14-214-2143-3059","15-210-2101-4263","K2LE1-109-1091-8706","2009-01-06",109,1091,0,"K4-112-1121-35828","K3SG1-107-1071-19480","K1BE1-104-1041-13575","11-1-12-12698","2009-01-14",1,12,0,"HEEK","2009","03",10,48619,"7,102528","52,117816","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21739","14-213-2131-1777","15-209-2093-4497","K2LE1-109-1091-9064","2009-01-08",109,1091,0,"K4-112-1121-36877","K3SG1-105-1051-13841","K1BE1-104-1041-13654","11-1-11-23079","2009-01-16",1,11,0,"SASBACH","2009","03",10,77880,"8,091829","48,638758","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21752","14-214-2141-999","15-209-2093-4428","K2LE1-109-1091-8796","2009-01-06",109,1091,0,"K5-112-1122-7570","K3SG1-107-1071-20920","K1DI1-101-1041-8321","12-1-12-7592","2009-01-16",1,12,0,"AICHWALD","2009","03",10,73773,"9,379855","48,75899","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21754","14-214-2141-1000","15-209-2093-4429","K2LE1-109-1091-8797","2009-01-06",109,1091,0,"K4-112-1121-36233","K3SG1-107-1071-20010","K1DI1-103-1031-8210","11-1-11-22859","2009-01-16",1,11,0,"NEUWEILER","2009","03",10,75389,"8,596988","48,657642","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21759","14-214-2141-1001","15-209-2093-4432","K2LE1-109-1091-8798","2009-01-06",109,1091,0,"K4-112-1121-36540","K3SG1-107-1071-21130","K1DI1-103-1031-8039","11-1-11-22996","2009-01-16",1,11,0,"KARLSDORF NEUTHARD","2009","03",10,76689,"8,545484","49,136151","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21766","14-213-2131-1791","15-209-2093-4498","K2LE1-109-1091-9065","2009-01-08",109,1091,0,"K4-112-1121-37625","K3SG1-107-1071-21309","K1DI1-103-1031-8620","11-1-11-23717","2009-01-18",1,11,0,"RADEBERG","2009","03",11,1454,"13,921969","51,116404","2009-03-11"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21767","14-214-2141-1003","15-209-2093-4439","K2LE1-109-1091-8799","2009-01-06",109,1091,0,"K5-112-1122-7497","K3SG1-105-1051-14088","K1DI1-101-1041-8435","12-1-12-7481","2009-01-15",1,12,0,"RENGSDORF","2009","03",10,56579,"7,495878","50,503405","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21771","14-214-2143-3017","15-209-2093-4263","K2LE1-109-1091-8570","2009-01-05",109,1091,0,"K5-112-1122-7475","K3SG1-105-1051-13883","K1DI1-101-1041-8283","12-1-12-7469","2009-01-15",1,12,0,"DIEBLICH","2009","03",10,56332,"7,470586","50,313841","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21774","14-214-2142-991","15-209-2093-4442","K2LE1-109-1091-8800","2009-01-06",109,1091,0,"K4-112-1121-36297","K3SG1-107-1071-21501","K1DI1-102-1021-4071","11-1-12-13422","2009-01-16",1,12,0,"GRUENWALD","2009","03",10,82031,"11,522716","48,039574","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21776","14-214-2142-997","15-209-2093-4444","K2LE1-109-1091-8801","2009-01-06",109,1091,0,"K4-112-1121-36055","K3SG1-107-1071-21094","K1BE1-101-1011-6808","11-1-12-13381","2009-01-16",1,12,0,"RICKENBACH","2009","03",10,79736,"7,980212","47,619901","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21778","14-214-2142-1002","15-209-2093-4447","K2LE1-109-1091-8802","2009-01-06",109,1091,0,"K4-112-1121-36243","K3SG1-105-1051-13680","K1DI1-103-1031-8482","11-1-11-22865","2009-01-16",1,11,0,"OBERREICHENBACH","2009","03",10,75394,"8,661125","48,734376","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21781","14-214-2142-1003","15-209-2093-4451","K2LE1-109-1091-8803","2009-01-06",109,1091,0,"K4-112-1121-36427","K3SG1-107-1071-19896","K1DI1-102-1021-3904","11-1-11-22949","2009-01-16",1,11,0,"WEINGARTEN (BADEN)","2009","03",10,76356,"8,531712","49,050225","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21785","14-214-2142-1041","15-209-2093-4452","K2LE1-109-1091-8920","2009-01-07",109,1091,0,"K4-112-1121-37456","K3AG1-106-1061-4515","K1BE1-102-1021-2347","11-1-12-13931","2009-01-18",1,12,0,"HUENXE","2009","03",11,46569,"6,766381","51,642308","2009-03-11"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21792","14-214-2142-1005","15-210-2101-4376","K2LE1-109-1091-8804","2009-01-06",109,1091,0,"K4-112-1121-36743","K3SG1-107-1071-20120","K1DI1-103-1031-8095","11-1-11-23044","2009-01-16",1,11,0,"NEURIED","2009","03",10,77743,"7,807163","48,467234","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21796","14-214-2143-3018","15-210-2101-4382","K2LE1-109-1091-8805","2009-01-06",109,1091,0,"K4-112-1121-36101","K3SG1-105-1051-13740","K1BE1-104-1041-13710","11-1-11-22800","2009-01-16",1,11,0,"MECKESHEIM","2009","03",10,74909,"8,81789","49,32267","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21801","14-213-2131-1792","15-209-2093-4503","K2LE1-109-1091-9066","2009-01-08",109,1091,0,"K4-112-1121-38326","K3AG1-105-1051-2740","K1BE1-104-1041-14506","11-1-11-24122","2009-01-19",1,11,0,"SCHWEDT/ODER","2009","03",12,16303,"14,287861","53,055494","2009-03-12"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21807","14-214-2143-3064","15-210-2101-4265","K2LE1-109-1091-8707","2009-01-06",109,1091,0,"K4-112-1121-36610","K3SG1-105-1051-14405","K1BE1-102-1021-2308","11-1-11-23152","2009-01-17",1,11,0,"OBERDING","2009","03",10,85445,"11,845524","48,322653","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21808","14-214-2143-3022","15-210-2101-4385","K2LE1-109-1091-8806","2009-01-06",109,1091,0,"K4-112-1121-35679","K3SG1-107-1071-19842","K1BE1-104-1041-13507","11-1-11-22518","2009-01-15",1,11,0,"ERLENSEE","2009","03",10,63526,"8,97813","50,171489","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21809","14-214-2143-3023","15-210-2101-4386","K2LE1-109-1091-8807","2009-01-06",109,1091,0,"K4-112-1121-35972","K3SG1-105-1051-13991","K1BE1-104-1041-13755","11-1-11-22741","2009-01-16",1,11,0,"BRAUNSBACH","2009","03",10,74542,"9,791297","49,198935","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21810","14-214-2143-3065","15-210-2101-4266","K2LE1-109-1091-8708","2009-01-06",109,1091,0,"K4-112-1121-35935","K3SG1-107-1071-21161","K1BE1-104-1041-13410","11-1-12-13222","2009-01-15",1,12,0,"BOEHL IGGELHEIM","2009","03",10,67459,"8,308577","49,365618","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21811","14-214-2141-1046","15-209-2093-4504","K2LE1-109-1091-9067","2009-01-08",109,1091,0,"K4-112-1121-37162","K3SG1-105-1051-14398","K1BE1-104-1041-13557","11-1-11-23393","2009-01-17",1,11,0,"ALTENSTADT1","2009","03",10,86972,"10,872239","47,82328","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21818","14-214-2143-3068","15-210-2101-4269","K2LE1-109-1091-8709","2009-01-06",109,1091,0,"K4-112-1121-35294","K3AG1-105-1051-2463","K1BE1-101-1011-7050","11-1-11-22340","2009-01-15",1,11,0,"WENDEN","2009","03",10,57482,"7,873424","50,969338","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21822","14-214-2142-1043","15-209-2093-4453","K2LE1-109-1091-8921","2009-01-07",109,1091,0,"K4-112-1121-37776","K3SG1-105-1051-14597","K1BE1-104-1041-14142","11-1-11-23773","2009-01-18",1,11,0,"FINSTERWALDE","2009","03",11,3238,"13,707896","51,629598","2009-03-11"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21823","14-214-2143-3019","15-209-2093-4266","K2LE1-109-1091-8571","2009-01-05",109,1091,0,"K5-112-1122-7264","K3SG1-107-1071-20135","K1DI1-103-1031-7750","12-1-12-7312","2009-01-14",1,12,0,"HOHENAHR","2009","03",10,35644,"8,525823","50,67496","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21829","14-214-2143-3025","15-210-2101-4387","K2LE1-109-1091-8808","2009-01-06",109,1091,0,"K4-112-1121-35928","K3SG1-105-1051-13874","K1BE1-101-1011-6822","11-1-12-13219","2009-01-15",1,12,0,"HASSLOCH","2009","03",10,67454,"8,255791","49,363164","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21839","14-214-2143-3136","15-210-2101-4378","K2LE1-109-1091-8922","2009-01-07",109,1091,0,"K5-112-1122-7847","K3SG1-107-1071-22162","K1DI1-101-1041-8862","12-1-12-7874","2009-01-18",1,12,0,"ROSSDORF1","2009","03",10,98590,"10,215447","50,702535","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21843","14-214-2143-3033","15-210-2101-4389","K2LE1-109-1091-8809","2009-01-06",109,1091,0,"K4-112-1121-36090","K3SG1-105-1051-13742","K1DI1-103-1031-7620","11-1-11-22662","2009-01-15",1,11,0,"TREBUR","2009","03",10,65468,"8,404983","49,926683","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21848","14-214-2143-3034","15-210-2101-4392","K2LE1-109-1091-8810","2009-01-06",109,1091,0,"K4-112-1121-36655","K3SG1-105-1051-14279","K1BE1-104-1041-13900","11-1-11-23022","2009-01-16",1,11,0,"RHEINZABERN","2009","03",10,76764,"8,278355","49,117953","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21851","14-214-2143-3069","15-210-2101-4270","K2LE1-109-1091-8710","2009-01-06",109,1091,0,"K4-112-1121-37558","K3SG1-105-1051-14672","K1BE1-101-1011-6975","11-1-11-23685","2009-01-18",1,11,0,"GUENTHERSLEBEN WECHMAR","2009","03",10,99869,"10,76461","50,903534","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21853","14-214-2143-3141","15-210-2101-4381","K2LE1-109-1091-8923","2009-01-07",109,1091,0,"K4-112-1121-36785","K3SG1-107-1071-20938","K1BE1-104-1041-14340","11-1-11-23228","2009-01-17",1,11,0,"VATERSTETTEN","2009","03",10,85591,"11,777125","48,102498","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21854","14-214-2143-3038","15-210-2101-4397","K2LE1-109-1091-8811","2009-01-06",109,1091,0,"K5-112-1122-7571","K3SG1-107-1071-20924","K1DI1-101-1041-8349","12-1-12-7593","2009-01-16",1,12,0,"AICHWALD","2009","03",10,73773,"9,379855","48,75899","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21857","14-214-2143-3043","15-210-2101-4399","K2LE1-109-1091-8812","2009-01-06",109,1091,0,"K4-112-1121-34535","K3SG1-105-1051-13485","K1DI1-103-1031-8077","11-1-12-12782","2009-01-14",1,12,0,"GOLDENSTEDT","2009","03",10,49424,"8,430766","52,787669","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21869","14-214-2143-3021","15-209-2093-4270","K2LE1-109-1091-8572","2009-01-05",109,1091,0,"K4-112-1121-35289","K3AG1-106-1061-4302","K1BE1-104-1041-13305","11-1-11-22336","2009-01-15",1,11,0,"WENDEN","2009","03",10,57482,"7,873424","50,969338","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21890","14-214-2143-3142","15-210-2101-4383","K2LE1-109-1091-8924","2009-01-07",109,1091,0,"K4-112-1121-36533","K3SG1-107-1071-20751","K1DI1-102-1021-4047","11-1-12-12995","2009-01-15",1,12,0,"EPPELBORN","2009","03",10,66571,"6,967465","49,406885","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21893","14-214-2143-3070","15-210-2101-4280","K2LE1-109-1091-8711","2009-01-06",109,1091,0,"K4-112-1121-39087","K3AG1-106-1061-4661","K1BE1-101-1011-7686","11-1-11-24540","2009-01-20",1,11,0,"BOTTROP","2009","03",13,46236,"6,929939","51,523694","2009-03-13"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21898","14-214-2143-3143","15-210-2101-4394","K2LE1-109-1091-8925","2009-01-07",109,1091,0,"K4-112-1121-37762","K3SG1-105-1051-14117","K1DI1-101-1041-8826","11-1-11-23765","2009-01-18",1,11,0,"GUBEN","2009","03",11,3172,"14,712014","51,954129","2009-03-11"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21900","14-213-2132-1697","15-210-2101-4281","K2LE1-109-1091-8712","2009-01-06",109,1091,0,"K4-112-1121-36416","K3SG1-107-1071-21447","K1DI1-101-1041-8298","11-1-11-22943","2009-01-16",1,11,0,"LINKENHEIM HOCHSTETTEN","2009","03",10,76351,"8,408502","49,124733","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21906","14-213-2132-1701","15-210-2101-4283","K2LE1-109-1091-8713","2009-01-06",109,1091,0,"K5-112-1122-7564","K3SG1-105-1051-14046","K1DI1-103-1031-8272","12-1-12-7589","2009-01-16",1,12,0,"DENKENDORF","2009","03",10,73770,"9,31755","48,694154","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21917","14-214-2143-3051","15-210-2101-4404","K2LE1-109-1091-8813","2009-01-06",109,1091,0,"K5-112-1122-7838","K3SG1-107-1071-22143","K1DI1-103-1031-8769","12-1-12-7872","2009-01-18",1,12,0,"SCHWALLUNGEN","2009","03",10,98590,"10,356211","50,69225","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21920","14-214-2141-1050","15-209-2093-4505","K2LE1-109-1091-9068","2009-01-08",109,1091,0,"K5-112-1122-7725","K3SG1-107-1071-21692","K1DI1-101-1041-9021","12-1-12-7742","2009-01-17",1,12,0,"ZOLLING","2009","03",10,85406,"11,771294","48,451521","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21923","14-213-2132-1702","15-210-2101-4284","K2LE1-109-1091-8714","2009-01-06",109,1091,0,"K4-112-1121-36642","K3SG1-107-1071-20998","K1BE1-104-1041-13440","11-1-11-23167","2009-01-17",1,11,0,"FINSING","2009","03",10,85464,"11,824361","48,216158","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21927","14-214-2143-3144","15-210-2101-4395","K2LE1-109-1091-8926","2009-01-07",109,1091,0,"K4-112-1121-37632","K3SG1-105-1051-14120","K1DI1-103-1031-8306","11-1-11-23531","2009-01-17",1,11,0,"MASELHEIM","2009","03",10,88437,"9,883935","48,13449","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21937","14-213-2132-1716","15-210-2101-4288","K2LE1-109-1091-8715","2009-01-06",109,1091,0,"K4-112-1121-35067","K3AG1-106-1061-4193","K1DI1-103-1031-7875","11-1-12-12898","2009-01-14",1,12,0,"UELSEN","2009","03",10,49843,"6,885313","52,49633","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21939","14-214-2143-3052","15-210-2101-4405","K2LE1-109-1091-8814","2009-01-06",109,1091,0,"K4-112-1121-35864","K3SG1-107-1071-20501","K1DI1-103-1031-8535","11-1-12-13343","2009-01-16",1,12,0,"FREIAMT","2009","03",10,79348,"7,898241","48,186707","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21942","14-214-2143-3150","15-210-2101-4396","K2LE1-109-1091-8927","2009-01-07",109,1091,0,"K4-112-1121-36921","K3SG1-107-1071-20857","K1DI1-103-1031-8739","11-1-12-13715","2009-01-17",1,12,0,"SCHNELLDORF","2009","03",10,91625,"10,178253","49,198316","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21948","14-214-2143-3060","15-210-2101-4412","K2LE1-109-1091-8815","2009-01-06",109,1091,0,"K4-112-1121-36358","K3SG1-105-1051-14224","K1DI1-103-1031-8497","11-1-11-22732","2009-01-15",1,11,0,"KIRKEL","2009","03",10,66459,"7,226366","49,284514","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21962","14-214-2141-1058","15-209-2093-4507","K2LE1-109-1091-9069","2009-01-08",109,1091,0,"K4-112-1121-37465","K3SG1-105-1051-13875","K1DI1-102-1021-4226","11-1-11-23645","2009-01-18",1,11,0,"SONDERSHAUSEN","2009","03",10,99706,"10,869766","51,370471","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21972","14-214-2143-3152","15-210-2101-4401","K2LE1-109-1091-8928","2009-01-07",109,1091,0,"K4-112-1121-36051","K3SG1-107-1071-21258","K1DI1-102-1021-3957","11-1-11-22777","2009-01-16",1,11,0,"MULFINGEN","2009","03",10,74673,"9,801118","49,340479","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21976","14-214-2143-3241","15-209-2093-4571","K2LE1-109-1091-9220","2009-01-09",109,1091,0,"K4-112-1121-37490","K3SG1-105-1051-14925","K1BE1-104-1041-14197","11-1-12-13937","2009-01-18",1,12,0,"EVERSWINKEL","2009","03",11,48351,"7,848037","51,925521","2009-03-11"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21980","14-214-2143-3156","15-210-2101-4403","K2LE1-109-1091-8929","2009-01-07",109,1091,0,"K4-112-1121-36795","K3SG1-105-1051-14446","K1BE1-104-1041-14109","11-1-12-13690","2009-01-17",1,12,0,"ROETTENBACH1","2009","03",10,91341,"10,926701","49,67125","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21987","14-214-2143-3063","15-210-2101-4415","K2LE1-109-1091-8816","2009-01-06",109,1091,0,"K4-112-1121-34698","K3SG1-107-1071-20609","K1BE1-104-1041-13274","11-1-12-12817","2009-01-14",1,12,0,"RECKE","2009","03",10,49509,"7,718617","52,370571","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21993","14-214-2143-3157","15-210-2101-4406","K2LE1-109-1091-8930","2009-01-07",109,1091,0,"K5-112-1122-7707","K3SG1-105-1051-14596","K1DI1-102-1021-4320","12-1-12-7734","2009-01-17",1,12,0,"WOLFERSDORF","2009","03",10,85395,"11,708788","48,478796","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21995","14-214-2143-3066","15-210-2101-4419","K2LE1-109-1091-8817","2009-01-06",109,1091,0,"K4-112-1121-35411","K3SG1-105-1051-13298","K1BE1-104-1041-13574","11-1-11-22244","2009-01-14",1,11,0,"SUEDLOHN","2009","03",10,46354,"6,865981","51,944322","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21996","14-214-2143-3067","15-210-2101-4422","K2LE1-109-1091-8818","2009-01-06",109,1091,0,"K4-112-1121-35953","K3SG1-107-1071-20102","K1BE1-101-1011-6682","11-1-12-13227","2009-01-15",1,12,0,"BOEHL IGGELHEIM","2009","03",10,67459,"8,308577","49,365618","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-21998","14-213-2132-1723","15-210-2101-4290","K2LE1-109-1091-8716","2009-01-06",109,1091,0,"K5-112-1122-7674","K3SG1-105-1051-14495","K1DI1-103-1031-8626","12-1-12-7726","2009-01-17",1,12,0,"NEUFAHRN B.FREISING","2009","03",10,85375,"11,66279","48,316081","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-22000","14-213-2132-1725","15-209-2093-4294","K2LE1-109-1091-8717","2009-01-06",109,1091,0,"K4-112-1121-35329","K3AG1-105-1051-2583","K1BE1-104-1041-13568","11-1-11-22358","2009-01-15",1,11,0,"NIEDERFISCHBACH","2009","03",10,57572,"7,872832","50,855614","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-22001","14-214-2141-1059","15-209-2093-4508","K2LE1-109-1091-9070","2009-01-08",109,1091,0,"K4-112-1121-39827","K3AG1-106-1061-4688","K1BE1-104-1041-14679","11-1-11-24761","2009-01-20",1,11,0,"BIELEFELD","2009","03",16,33602,"8,53212","52,020578","2009-03-16"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-22007","14-214-2143-3072","15-210-2101-4428","K2LE1-109-1091-8819","2009-01-06",109,1091,0,"K4-112-1121-36790","K3SG1-107-1071-21200","K1DI1-101-1041-8770","11-1-11-23231","2009-01-17",1,11,0,"ASSLING","2009","03",10,85617,"12,005281","47,992086","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-22023","14-214-2143-3073","15-210-2101-4429","K2LE1-109-1091-8820","2009-01-06",109,1091,0,"K4-112-1121-37165","K3SG1-107-1071-21127","K1DI1-103-1031-8033","11-1-12-13254","2009-01-16",1,12,0,"SCHRAMBERG","2009","03",10,78713,"8,386187","48,225467","2009-03-10"
14243,213,2131,0,"origin = 1970-01-01","11-213-2131-22026","14-214-2143-3160","15-210-2101-4407","K2LE1-109-1091-8931","2009-01-07",109,1091,0,"K4-112-1121-36983","K3SG1-105-1051-14510","K1DI1-103-1031-8353","11-1-11-23109","2009-01-16",1,11,0,"RIELASINGEN WORBLINGEN","2009","03",10,78239,"8,846","47,728398","2009-03-10"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22033","14-214-2143-3036","15-209-2093-4513","K2LE1-109-1091-8960","2009-01-07",109,1091,0,"K4-112-1121-38415","K3SG1-107-1071-21349","K1BE1-104-1041-14344","11-1-11-23951","2009-01-18",1,11,0,"WARDENBURG","2009","03",11,26203,"8,19767","53,059731","2009-03-11"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22034","14-213-2131-1715","15-210-2101-4221","K2LE1-109-1091-8848","2009-01-07",109,1091,0,"K4-112-1121-37272","K3AG1-106-1061-4429","K1BE1-104-1041-14452","11-1-11-23567","2009-01-18",1,11,0,"SCHLEUSEGRUND","2009","03",10,98667,"10,874862","50,520821","2009-03-10"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22035","14-213-2132-1704","15-209-2093-4518","K2LE1-109-1091-8961","2009-01-07",109,1091,0,"K4-112-1121-36957","K3SG1-107-1071-20476","K1DI1-103-1031-8289","11-1-11-23100","2009-01-16",1,11,0,"SCHONACH IM SCHWARZWALD","2009","03",10,78136,"8,199878","48,143166","2009-03-10"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22043","14-213-2131-1716","15-210-2101-4237","K2LE1-109-1091-8849","2009-01-07",109,1091,0,"K4-112-1121-37331","K3SG1-107-1071-21362","K1BE1-101-1011-7173","11-1-11-23449","2009-01-17",1,11,0,"BUXHEIM1","2009","03",10,87740,"10,134546","47,998886","2009-03-10"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22045","14-213-2131-1717","15-210-2101-4246","K2LE1-109-1091-8850","2009-01-07",109,1091,0,"K4-112-1121-36164","K3SG1-107-1071-20507","K1BE1-104-1041-13728","11-1-11-22828","2009-01-16",1,11,0,"KOENIGSBACH STEIN","2009","03",10,75203,"8,610536","48,966057","2009-03-10"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22048","14-213-2131-1721","15-210-2101-4256","K2LE1-109-1091-8851","2009-01-07",109,1091,0,"K4-112-1121-35137","K3SG1-107-1071-21233","K1DI1-103-1031-8217","11-1-12-13058","2009-01-15",1,12,0,"WADGASSEN","2009","03",10,66787,"6,805318","49,261607","2009-03-10"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22051","14-213-2131-1722","15-210-2101-4291","K2LE1-109-1091-8852","2009-01-07",109,1091,0,"K4-112-1121-36485","K3SG1-107-1071-21620","K1BE1-102-1021-2201","11-1-12-13466","2009-01-16",1,12,0,"GRAEFELFING","2009","03",10,82166,"11,431034","48,117816","2009-03-10"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22056","14-213-2132-1709","15-209-2093-4519","K2LE1-109-1091-8962","2009-01-07",109,1091,0,"K4-112-1121-38207","K3SG1-107-1071-21923","K1BE1-102-1021-2338","11-1-11-24078","2009-01-19",1,11,0,"WERDER (HAVEL)","2009","03",12,14542,"12,934139","52,376456","2009-03-12"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22058","14-213-2132-1712","15-209-2093-4521","K2LE1-109-1091-8963","2009-01-07",109,1091,0,"K4-112-1121-36619","K3SG1-107-1071-22191","K1DI1-103-1031-8376","11-1-12-13657","2009-01-17",1,12,0,"MOEHRENDORF","2009","03",10,91096,"11,000309","49,639461","2009-03-10"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22067","14-213-2132-1719","15-209-2093-4525","K2LE1-109-1091-8964","2009-01-07",109,1091,0,"K4-112-1121-37440","K3SG1-107-1071-20502","K1BE1-104-1041-14170","11-1-11-23478","2009-01-17",1,11,0,"SIGMARSZELL","2009","03",10,88138,"9,763071","47,588967","2009-03-10"
14244,213,2131,0,"origin = 1970-01-01","11-213-2131-22074","14-214-2143-3192","15-209-2093-4523","K2LE1-109-1091-9079","2009-01-08",109,1091,0,"K4-112-1121-37894","K3SG1-107-1071-20954","K1DI1-101-1041-8470","11-1-12-13569","2009-01-17",1,12,0,"KAMMELTAL","2009","03",10,89358,"10,364935","48,372717","2009-03-10"
